tmdbid,title,revenue,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,?column?,yes,yes,yes 
712,Four Weddings and a Funeral,254700832,457,11003,10521,6557,2018,594,27576,8874,508,6022,11363,4369,457,858,10330,11931,140,25195,303,688,83770
16295,Higher Learning,38290723,,,,,,,,,,,,,,,,,,,,,
48992,I Like It Like That,1777020,24469,11801,12271,157336,179144,17612,263472,26626,14055,19053,14922,16980,24469,16548,11931,1024,1791,101299,12225,1259,9451
41647,Die Macht der Bilder: Leni Riefenstahl,449707,228150,101299,534,1771,424,85,857,16869,89,120467,13752,411,228150,637,600,423,5925,387,803,152760,58772
8587,The Lion King,788241776,150689,109445,11224,812,9325,38757,10020,10144,408,2454,10674,10882,150689,10198,4523,10530,326359,38319,257528,71750,
1689,Little Buddha,4858139,9746,76757,254470,109445,978,257211,106646,603,216015,808,306964,245168,9746,243683,9762,49444,268920,83542,24469,12405,489
11596,New Nightmare,18090181,638,13581,301233,11360,81188,10160,10131,10014,9424,310593,3511,4723,638,44289,30870,5237,5898,282652,55888,188667,282655
854,The Mask,351583407,250066,106912,104691,269332,59,16723,10347,250,32689,2017,200939,106905,250066,278939,41090,507,28358,17381,26883,177185,11958
36593,The Naked Gun 33⅓: The Final Insult,51132598,8005,4258,238713,2182,15493,351819,38087,47947,69725,276150,165378,297006,8005,300439,120501,306938,60375,347411,309020,293970,10764
2788,Reality Bites,20079850,34614,11984,3397,3960,,,,,,,,,34614,,,,,,,,
1637,Speed,350448145,27576,105,201088,277216,7461,46743,37834,40805,10909,10536,10575,916,27576,10671,11859,15698,1073,108726,99324,12629,363162
8831,Timecop,101646581,87101,127585,105,41154,673,13475,227719,766,4723,11469,122906,63,87101,45612,10353,14337,2454,141,869,206487,871
36955,True Lies,378882411,207703,238713,296098,954,201088,27576,192102,88067,955,646,137094,956,207703,97630,56288,691,709,817,37834,11665,
10449,When a Man Loves a Woman,50021959,321,225886,6639,8906,6690,6461,634,169917,602,639,49519,9762,321,694,843,6637,644,4588,2062,787,41782
10395,Wolf,131,672,241251,920,37265,497,277,6637,924,4108,283227,818,817,672,28468,4507,884,27066,1440,10012,36630,44564
12160,Wyatt Earp,25052000,146238,8052,3088,1632,190469,11969,333572,11967,10856,309242,12706,273271,146238,22201,15394,25473,86651,9028,28047,42678,32044
26352,A Low Down Dirty Shame,29392418,76341,263472,101299,201088,27576,10029,59967,36349,48789,9373,238636,8090,76341,357096,948,956,67740,281,479,310133,73861
22067,Jason's Lyric,20851521,157336,47244,260346,602,49051,225886,112160,238615,49519,65496,10995,75174,157336,100271,55721,12920,4488,9654,23160,289278,232420
10547,The Arrival,14048372,,,,,,,,,,,,,,,,,,,,,
11667,Street Fighter,99423521,105231,109080,114372,114370,114371,26300,247543,120985,11373,19877,247541,172,105231,179,8333,8427,10872,15268,8860,226282,92746
8011,Highlander III: The Sorcerer,36800000,274854,24428,1771,62177,1724,64686,24,955,616,2454,97370,346,274854,956,639,766,667,772,8009,10661,8392
2654,In the Mouth of Madness,8946600,76341,201088,27576,189,72784,310133,59940,867,158011,360784,302,8834,76341,10781,22681,4639,363046,521,793,2670,11336
2758,Addams Family Values,48919043,2454,9451,11215,9378,5956,18892,2021,177239,105090,,,,2454,,,,,,,,
10436,The Age of Innocence,32255440,49022,796,2288,2039,8849,623,157829,859,275060,9686,4588,276401,49022,10697,159008,15389,333377,355623,140481,46888,8906
46094,The Air Up There,21011500,680,1367,1371,1374,1366,489,707,107,19143,2323,70,31554,680,1375,9955,11431,87492,11690,37136,7233,1246
11853,Bad Girls,15240435,245891,260346,241554,59967,31283,357096,238636,37835,84474,121721,86209,27576,245891,14869,956,133805,3134,89728,9373,281,479
306,Beverly Hills Cop III,119208989,90,201088,193893,96,27576,8090,320,26390,11423,807,189,562,90,357096,18587,10528,20676,41670,340547,338389,75656
26203,Blink,16668552,249070,21407,3600,3597,37724,867,18587,36599,60158,28757,67087,70160,249070,10585,9373,11361,11376,948,285923,667,12521
4722,Body Snatchers,428868,11850,,,,,,,,,,,,11850,,,,,,,,
10779,The Frighteners,29359216,55660,9997,12159,38874,22688,298025,13014,144792,299133,,,,55660,,,,,,,,
1607,A Bronx Tale,17266971,2252,2069,784,186,10592,479,2196,9959,299,3877,18551,9519,2252,18747,442,1986,1075,3148,19244,117553,12655
26391,Cabin Boy,3662459,,,,,,,,,,,,,,,,,,,,,
6075,Carlito's Way,36516012,201088,769,59967,783,524,4133,598,42966,2604,1523,13715,891,201088,6968,11009,11170,10388,1443,1677,4551,8079
9350,Cliffhanger,255000000,102899,27205,201088,289213,38239,1979,602,238615,857,10527,16436,74,102899,863,75656,225574,27576,141,81,744,334294
2124,Color of Night,19726050,76341,254128,135397,245891,168259,260346,101299,201088,293970,189,241554,4639,76341,169917,308639,296,193893,562,277216,769,72784
11566,Dave,63000000,101299,602,14161,27576,75,117251,6637,72559,644,117263,72331,9440,101299,14869,766,956,587,817,72570,508,10322
9571,Dazed and Confused,7993039,240832,769,106646,193893,277216,238615,97020,109414,295964,57214,227719,268920,240832,27578,17899,152532,138832,76726,332340,14854,179144
9739,Demolition Man,159055768,76341,263472,101299,245891,59967,260346,19995,264660,4723,49026,39899,39918,76341,281,39924,155,8067,357096,106646,293970,241554
37233,The Firm,270248367,201088,273481,27576,11859,4349,9802,76640,9388,36349,9884,1632,8836,201088,10431,47925,251539,111983,3595,8838,2099,11092
18551,Flesh and Bone,9488998,263472,2017,45007,25832,26390,10856,4507,109729,11826,41782,8067,25473,263472,11300,39899,36630,14883,110143,19053,30519,572
9024,For Love or Money,11146270,201088,27576,844,277216,120467,255,694,38050,1278,10555,88,65496,201088,11036,97630,3021,744,802,5,6003,11232
5503,The Fugitive,368875760,260346,201088,27576,1724,687,10498,11859,11587,1049,220286,51497,31606,260346,10354,209582,150093,219816,50677,209611,4681,137662
35588,Geronimo: An American Legend,18635620,106646,769,321697,1883,266856,152532,88794,75900,227306,423,197,3686,106646,10858,5636,228970,7085,6529,3685,140823,29592
