1.0,673.0
2.0,733.0
3.0,643.0
4.0,587.0
5.0,653.0
6.0,737.0
7.0,704.0
8.0,679.0
9.0,767.0
10.0,753.0
11.0,655.0
12.0,805.0
13.0,799.0
14.0,719.0
15.0,621.0
16.0,708.0
17.0,804.0
18.0,823.0
19.0,808.0
20.0,640.0
21.0,788.0
22.0,766.0
23.0,731.0
24.0,686.0
25.0,770.0
26.0,669.0
27.0,654.0
28.0,745.0
29.0,860.0
30.0,679.0
31.0,699.0
32.0,652.0
33.0,481.0
34.0,739.0
35.0,592.0
36.0,743.0
37.0,1158.0
38.0,697.0
39.0,853.0
40.0,732.0
41.0,635.0
42.0,741.0
43.0,518.0
44.0,732.0
45.0,744.0
46.0,620.0
47.0,716.0
48.0,826.0
49.0,1090.0
50.0,680.0
51.0,1455.0
52.0,804.0
53.0,798.0
54.0,889.0
55.0,622.0
56.0,877.0
57.0,723.0
58.0,670.0
59.0,921.0
60.0,615.0
61.0,576.0
62.0,665.0
63.0,697.0
64.0,597.0
65.0,566.0
66.0,582.0
67.0,1181.0
68.0,836.0
69.0,645.0
70.0,753.0
71.0,595.0
72.0,728.0
73.0,768.0
74.0,535.0
75.0,714.0
76.0,939.0
77.0,712.0
78.0,678.0
79.0,614.0
80.0,768.0
81.0,713.0
82.0,667.0
83.0,598.0
84.0,723.0
85.0,639.0
86.0,660.0
87.0,675.0
88.0,644.0
89.0,683.0
90.0,883.0
92.0,557.0
93.0,588.0
94.0,621.0
95.0,618.0
96.0,804.0
97.0,595.0
98.0,652.0
99.0,539.0
100.0,514.0
101.0,663.0
102.0,513.0
103.0,617.0
104.0,668.0
105.0,672.0
106.0,713.0
107.0,673.0
108.0,260.0
109.0,997.0
110.0,637.0
111.0,647.0
112.0,558.0
113.0,529.0
114.0,642.0
115.0,859.0
116.0,690.0
117.0,698.0
118.0,529.0
119.0,685.0
120.0,731.0
121.0,477.0
122.0,456.0
123.0,718.0
124.0,881.0
125.0,663.0
126.0,587.0
127.0,686.0
128.0,729.0
129.0,562.0
130.0,625.0
131.0,435.0
132.0,524.0
133.0,1042.0
134.0,818.0
135.0,463.0
136.0,540.0
137.0,915.0
138.0,524.0
139.0,531.0
140.0,462.0
141.0,700.0
142.0,160.0
143.0,561.0
144.0,470.0
145.0,597.0
146.0,805.0
147.0,607.0
148.0,518.0
149.0,648.0
150.0,688.0
151.0,470.0
152.0,685.0
153.0,655.0
154.0,530.0
155.0,584.0
156.0,531.0
157.0,457.0
158.0,551.0
159.0,614.0
160.0,511.0
161.0,527.0
162.0,541.0
163.0,580.0
164.0,418.0
165.0,633.0
166.0,601.0
167.0,628.0
168.0,444.0
169.0,451.0
170.0,513.0
171.0,579.0
172.0,525.0
173.0,569.0
174.0,402.0
175.0,556.0
176.0,517.0
177.0,459.0
178.0,762.0
179.0,342.0
180.0,596.0
181.0,459.0
182.0,510.0
183.0,692.0
184.0,662.0
185.0,545.0
186.0,363.0
187.0,553.0
188.0,469.0
189.0,860.0
190.0,487.0
191.0,318.0
192.0,1191.0
193.0,550.0
194.0,499.0
195.0,326.0
196.0,453.0
197.0,494.0
198.0,428.0
199.0,471.0
200.0,738.0
201.0,666.0
202.0,616.0
203.0,333.0
204.0,364.0
205.0,426.0
206.0,372.0
207.0,347.0
208.0,488.0
209.0,424.0
210.0,473.0
211.0,413.0
212.0,457.0
213.0,375.0
214.0,490.0
215.0,513.0
216.0,417.0
217.0,551.0
218.0,256.0
219.0,514.0
220.0,763.0
222.0,228.0
223.0,523.0
224.0,381.0
225.0,414.0
226.0,1302.0
227.0,265.0
228.0,415.0
229.0,331.0
230.0,338.0
231.0,456.0
232.0,388.0
233.0,333.0
234.0,255.0
235.0,537.0
236.0,251.0
237.0,239.0
238.0,463.0
239.0,328.0
240.0,382.0
241.0,613.0
242.0,386.0
243.0,624.0
244.0,590.0
245.0,375.0
246.0,378.0
247.0,345.0
248.0,246.0
249.0,249.0
250.0,412.0
251.0,596.0
252.0,265.0
253.0,488.0
254.0,373.0
255.0,376.0
256.0,301.0
257.0,238.0
258.0,325.0
259.0,265.0
260.0,574.0
261.0,338.0
262.0,308.0
263.0,427.0
264.0,556.0
265.0,245.0
266.0,323.0
267.0,245.0
268.0,309.0
269.0,425.0
270.0,227.0
271.0,282.0
272.0,281.0
273.0,280.0
274.0,282.0
275.0,249.0
276.0,158.0
277.0,277.0
278.0,363.0
279.0,305.0
280.0,204.0
281.0,229.0
282.0,277.0
283.0,848.0
284.0,1454.0
285.0,955.0
286.0,564.0
287.0,475.0
288.0,492.0
289.0,222.0
290.0,316.0
291.0,302.0
292.0,350.0
293.0,456.0
294.0,308.0
295.0,436.0
296.0,524.0
297.0,378.0
298.0,448.0
299.0,265.0
300.0,372.0
301.0,441.0
302.0,232.0
303.0,261.0
304.0,348.0
305.0,196.0
306.0,346.0
307.0,360.0
308.0,299.0
309.0,366.0
310.0,464.0
311.0,803.0
312.0,308.0
313.0,345.0
314.0,189.0
315.0,219.0
316.0,389.0
317.0,301.0
318.0,547.0
319.0,275.0
320.0,391.0
321.0,255.0
322.0,124.0
324.0,279.0
325.0,370.0
326.0,191.0
327.0,231.0
328.0,242.0
329.0,329.0
330.0,257.0
331.0,211.0
332.0,188.0
333.0,193.0
334.0,199.0
335.0,216.0
336.0,665.0
337.0,325.0
338.0,145.0
339.0,231.0
340.0,146.0
341.0,243.0
342.0,220.0
343.0,328.0
344.0,375.0
345.0,248.0
346.0,151.0
347.0,183.0
348.0,195.0
349.0,231.0
350.0,194.0
351.0,101.0
352.0,205.0
353.0,291.0
354.0,118.0
355.0,245.0
356.0,441.0
357.0,310.0
358.0,147.0
359.0,385.0
360.0,110.0
361.0,116.0
362.0,139.0
363.0,213.0
364.0,442.0
365.0,126.0
366.0,156.0
367.0,358.0
368.0,197.0
369.0,138.0
370.0,256.0
371.0,68.0
372.0,114.0
373.0,115.0
374.0,203.0
375.0,409.0
376.0,110.0
377.0,320.0
378.0,138.0
379.0,121.0
380.0,289.0
381.0,77.0
382.0,119.0
383.0,90.0
384.0,245.0
385.0,496.0
386.0,250.0
387.0,165.0
388.0,359.0
389.0,243.0
390.0,275.0
391.0,336.0
392.0,442.0
393.0,167.0
394.0,355.0
395.0,661.0
396.0,753.0
397.0,522.0
398.0,716.0
399.0,1328.0
400.0,637.0
401.0,641.0
402.0,742.0
403.0,752.0
404.0,494.0
405.0,158.0
406.0,509.0
407.0,216.0
408.0,166.0
409.0,225.0
410.0,180.0
411.0,575.0
412.0,166.0
413.0,107.0
414.0,118.0
415.0,68.0
416.0,83.0
417.0,119.0
418.0,210.0
419.0,108.0
